message_id,subject,body,category
<11642210.1075845555623.JavaMail.evans@thyme>,re round 5 result,andre i gave john the round information and told him the time restraint please let me know if you need anything further kim,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<18116145.1075842106183.JavaMail.evans@thyme>,re christening,kristina im thrilled that you are coming ill email you direction soon and i cant wait to see you im doing well believe it or not im playing alot of tennis word spread at our club that i wa home during the day and with bill home we pretty much just tag team it with charles and the club provides babysitting service which we sometimes use this ha been a great outlet for me and a way to get back into shape which will take some time arthur is still very much into tennis and starting to play competitively im just keeping my finger crossed that he keep it up a for charles he now lb ounce and almost inch long i have stopped breastfeeding and started bottle feeding him which seems to work better particularly at night he now wake up usually just once at night and im starting to get more sleep which is nice dont worry about waking anybody up when you call here bill is usually here and charles doesnt sleep much during the day anyway ive thought about coming up to the office a few time but with bill schedule arthur tennis and my tennis i just havent found a day that work hopefully ill get up there soon although i must sound like a broken record by now hope you are doing well and i look forward to seeing you soon a well a having you meet my parent and sister and of course see charles again talk to you soon carol st clair eb phone fax kristina communication am carol st cc christening carol just got the invitation had been wondering how you were doing i plan on attending could i trouble you for direction call just to let me know how you are doing i am leary of calling the house bc you may have just gotten charles or yourself down for a nap and the phone ring kristina,Personal but in professional context
<10168971.1075857606640.JavaMail.evans@thyme>,re fw bloomberg,please send it to me john julie on am john cc fw bloomberg john we are trying to transfer your bloomberg account and need to know who within enron north america can signoff on this contract would that be you or do you have a legal department that we should forward it to we initially changed the name on it and had it signed under enron corp which is where the majority of our bloomberg contract lie but because you can actually execute trade from the system that you are now using it ha to be under your department name and we need someone to sign the contract let me know thanks julie,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<27293775.1075842205475.JavaMail.evans@thyme>,re comment,jack we have located your fed ex sorry for the confusion i have skimmed through your comment look like most of them are creditrelated could we schedule a call with the lawyer and credit folk to wrap this up and then you and i can discus remaining legal issue let me know what you think a well a time that would be good for you and your folk i would guess that we need about hour carol st clair eb phone fax falconi jack tifs am falconi jack tifs cc re comment i fedexed my comment to susan bailey for receipt and i notified you of this in an email sent on let me know if it did not arrive,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<32694778.1075845539882.JavaMail.evans@thyme>,re new hire from enron net work,i guess ill let this one slip through lavo,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<16838091.1075857729726.JavaMail.evans@thyme>,hey,john ive been meaning to drop you a note to say thanks for the golf weekend but thing have been a little crazy since ive been back shannon mom passed away last wednesday so i wa on a plane to thunder bay within a couple of hour and up there until sunday night it wa great seeing you dina michael and rich he a great kid michael not rich please give my thanks to dina again by the way are you missing a car key i just unpacked my golf bag and there wa a key chain in the golf travel bag with a bmw key on it my intuitive mind tell me that the key is probably yours give me your mailing address and ill send it down to you mark,Personal but in professional context
<28011690.1075852726542.JavaMail.evans@thyme>,re ena external interview,i had yes to zaun and no to the others,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<21785497.1075845551150.JavaMail.evans@thyme>,re enrononline desk to desk id and password,this is ok a per john lavorato please proceed with giving access to chris lambie tara sweitzer am chris cc john j attila enrononline desk to desk id and password john if you could ok the two id for chris i would appreciate it if you could return the email with an ok that will do thank you chris the ftcanada egsc book ha been set up a an internal counterparty for desktodesk trading on enrononline the following user id and password will give you access to live price on the website httpwwwenrononlinecom user id adm password welcome note these are case sensitive stack manager access user id clambie password clambie please keep you user id and password secure a this allows you to transact on enrononline contact the helpdesk at x if you have any question or problem gaining access with this id thanks tara x,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<21303869.1075845558760.JavaMail.evans@thyme>,re david jallits,i not sure i know who david jallits is,Personal but in professional context
<557761.1075842093297.JavaMail.evans@thyme>,security act rep,mark jason and sara deutsche bank ha requested that we make various security act rep in the isda schedule in the event that we do equity derivative these rep require u and them to say to the extent that a transaction involves the purchase and sale of security it will not be registered and the security can not be sold except pursuant to a reg statement or exemption each party is a qib or an accredited investor unless otherwise set forth in a confirmation any security that a party is required to deliver shall not at the time of delivery constitute restricted security or be subject to restriction on transfer what do you think about this carol,"Company Business, Strategy, etc."
<15724546.1075858324378.JavaMail.evans@thyme>,re,yeah i already told jeff i wa going to have to log on and ask charlene whats wrong with the analyst hr i cant wait but it like i told him if you ask her a question she doesnt want to answer which is almost any legitimate question she just pretend you asked something else and answer that i have king cake down here if you want some it pretty good but ive had better alejandra wa asking me if i had dinner last night i told her about our cooking experience dont worry i told her it wa good do you have lunch plan,Personal but in professional context
<28791364.1075850465152.JavaMail.evans@thyme>,draft of material for governor,greeting attached is the draft ive attempted to capture everyones comment the only piece that is not likely to go this evening is the piece providing comment on the governor specific proposal that will likely go first thing tomorrow morning youll note that only one of the governor proposal currently ha any comment attached to it comment on the governor proposal are appreciated the remainder of the material will go to the governor staff later this evening so any and all comment on those portion are welcomed and appreciated thanks to all for the assistance particularly in light of the holiday best jeff,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<23403907.1075857728113.JavaMail.evans@thyme>,chris dorland,ive told presto to relax time just deal with me on this one,Purely Personal
<16664745.1075843858621.JavaMail.evans@thyme>,growing coastal grape,fyi well if she aint sweet,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<15337131.1075853954729.JavaMail.evans@thyme>,industrial sector,brad this file is also located in the o drive stfinaccounting thanks dana,"Payroll, finance, accounting etc."
<24606218.1075845545582.JavaMail.evans@thyme>,mi2 car,john happy new year i wish you and your family the best and a dina put itbuy low sell high lol i have a great deal of song to send you just look at the list you can open it with wordpad and let me know wich one you like or if you prefer i will send them all to you also i wont be able to send them via email too big in memory size therefore check to see if your it group have an iomega zip drive mb so that i can mail the song to you i have attached the copy of the mi theme song and a catalog of the corvette listmu listmu listmu song limp bizkit mission impossible theme instrumentalmp brochure corvette brochurepdf saludos hdt listmu listmu listmu limp bizkit mission impossible theme instrumentalmp corvette brochurepdf,Personal but in professional context
<33209767.1075849628120.JavaMail.evans@thyme>,re bmc update 1715,chaz and steve here the latest in a nutshell basically the testing is not fully completed even where we might have felt that it wa close because there is also a financial component which need to be exercised the tco part of the purchase decision a you know both randy matson and bob mcauliffe are out on vacation so getting a decision from them is not likely before christmas however it look like there ha been enough feedback tothrough them to surmise that bmc is not in the driver seat in either situation in a meeting today it became apparent that bmcs revenue opportunity with the net work organization is much lower than bmc ha projected to you at eb the primary opportunity for bmc in net work is for their schema manager tool and the rest of the opportunity look increasingly dim especially given the time constraint imposed in your situation still the net work team ha not completely ruled bmc out a a potential vendor but neither is there a commitment written or verbal to make a bmc purchase at this point i will be on vacation next week but will be checking in on monday the th and tuesday the th jennifer or i will keep you posted if we are able to report opportunity change in your favor i have sent you a paraphrased version of dougs most recent communication to me the overall message would apply fairly universally to the other net work team in question more testing but look like bmcs total sale opportunity to enron is not going to get to the amount necessary to get your deal done the issue mentioned in the other summary update note from yesterday still apply thank you jeff,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<6753861.1075857692125.JavaMail.evans@thyme>,re duke candidate,i dont care a long a i see them,Personal but in professional context
<25686645.1075842121135.JavaMail.evans@thyme>,project margaux revised transaction document list,carol st clair eb phone fax,Document editing/checking(collaboration)
<31271909.1075857671389.JavaMail.evans@thyme>,enrononline website via cisco wireless,john yesterday randy buckman and i tested out netscape on four different enron computer and found that wireless access to enrononline wa not possible with the various netscape x version enron us this occurs even in the enron building even the release just month ago ha this issue with the cisco wireless standard ive had great assistance from the network security team on eb throughout this so far and know that we will be able to come up with an answer the nortel hardware vpn solution is temporarily disconnected at your home for a related issue and i have put the nortel software vpn on your upstairs laptop however nortel directly state that it wont run on dualprocessor workstation like yours ill have a fix soon my director became aware of the issue yesterday while randy and i did some testing in the building others will be working on the solution,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<20905981.1075844256496.JavaMail.evans@thyme>,ena comment on marketing affiliate rule docket,attached are the somewhat revised comment we plan to file tomorrow with the ferc in the docket revisiting the pipeline marketing affiliate rule unlike some other party who have taken this opportunity to file very detailed comment we are holding back at this point for several reason this is very early on in the process if the ferc decides more is needed a noi or nopr will come out and we will have a lot more opportunity to address specific issue there is also a chance that the change of guard at ferc will kill this whole effort or at least take in a different direction finally we will participate at the conference on and can respond the the issue and question there so look at this attachment and let me know what you think and becky can you add the certificate of service it only need to go to the secretary,"Company Business, Strategy, etc."
<14043241.1075842110563.JavaMail.evans@thyme>,re isda schedule to the master agreement and the credit support,adele this look fine to me i look forward to receiving your draft carol,"Company Business, Strategy, etc."
<8973341.1075855216098.JavaMail.evans@thyme>,re,give her my email when are we leaving,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<16087242.1075855413910.JavaMail.evans@thyme>,re agency agreement dated august 6 2001 between enron north,sara i have not seen the notice but it would relate to a coal makrketing agency agreement between anker and ena a agent could you have forwarded to me alan,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<22773344.1075852694767.JavaMail.evans@thyme>,whats up young man,johnny hope all is well is ok here new york a little stranger than normal for obvious reason wwere trying to get back to normal pretty stressful cupla week business ha been pretty goodtrading anyway in natgas and oil certainly have been some change in natgas fundamental but too littl too late im afraid to get bullish market suck and the newest shock to macr economics im starting to think are mitigating what mite have been some postive bullish change like gasoil relationship and gas shut in look shitty i think im not a short a ive been but starting to think this witer is waaay too high priced just funtction timing i guess i sold a few march april again just doesnt fit the curve and i think probabitly we end march with over tcf in the ground wud keep thing ugle for awhile anyway curious your thots a always also wanted to say hihave a good weekend,"Company Business, Strategy, etc."
<3046299.1075852696334.JavaMail.evans@thyme>,marisa dinardo,i called the church that marisa dinardos service is to be held at tommorrow and they are not accepting flower instead the family is asking that a donation be sent to the following marisas childrens fund po box rowayton ct,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<28280664.1075842133574.JavaMail.evans@thyme>,re new baby diana maguire keeler,jeff congratulation what a beautiful baby we had our son charles eugene on july th he weighed in at lb ounce and wa inch long so far so good everyone is doing fine and trying to adjust to our new schedule thanks for the picture and give my best to the rest of the family carol st clair eb phone fax jeffrey pm janel nicole laren dean katherine john bill heather peggy chris mary nell fiona carol st mark rick louis bret frank david cindy john david l william wayne hap cristina rosalee cc new baby diana maguire keeler i just wanted to share with you some picture of our family recent additiondiana maguire maggie keeler born august weighing lb thanks to many of you who have sent your good wish and congratulation,Purely Personal
<5231092.1075861714014.JavaMail.evans@thyme>,new incorporation enron europe group,henry bath italia srl company hbis incorporated in italy on november wa acquired by enron on june particular are parent companyies ownership effective june henry bath son limited enron metal limited business purpose warehousing for metal in trieste italy share authorized pv eur issued directorsofficers see attached corporate data sheet employee yes tax please apply for fein if necessary treasury no banking resolution adopted corporate record please recycle minute book incorporationacquisition document to be hand delivered larry pardue supervisor corporate service and assistant secretary enron corp smith street suite houston tx tel fax email,"Company Business, Strategy, etc."
<1594507.1075845540285.JavaMail.evans@thyme>,re fw houston we have a problem,saturday my course sunday tour friday working you,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<17705714.1075857672827.JavaMail.evans@thyme>,ice order size,attention physical natural gas trader in response to user request ice ha lowered the minimum incremental order size from mmbtus to mmbtus for all physical natural gas order only this change will become effective june if you have any further question please call one of the following for assistance joe adevai pam anderson bud hum,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<20035562.1075857748140.JavaMail.evans@thyme>,re hey,yes mercer st houston tx p i hate golf,Personal but in professional context
<28196685.1075857585594.JavaMail.evans@thyme>,potential junior trader for you,i had devon put together a resume for you to get an idea of his experience to date he not our typical mba associate but i feel he ha great potential a a junior trader ill call you later to discus per,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<32201001.1075857688141.JavaMail.evans@thyme>,tom martin var,can we take one of your wonderchildren in fundementals and let them spend hour a day on var if yes talk to frank,Purely Personal
<32288837.1075854944507.JavaMail.evans@thyme>,annex v,mark nothing ha changed since our meeting last week but here a quick summary for your convenience deliberation coma board for asmae which act a the clearinghouse for the mae issued deliberation directing asmae to do it accounting without applying annex v by oct the generator object because without annex v they are short instead short elektro and the ldcs object because failure to apply annex v ignores the contract which is registered with the mae and a long position will never be upheld deliberation further directs asmae to gather and supply to the generator and ldcs the information for application of annex v seven day prior to oct this is good because it give elektro the information it need to calculate the set off against the generator for it long position thus it is unnecessary for elektro to seek an injunction against asmae compelling the information letter to comaeasmae to preserve it position elektro sent a letter objecting to the comaes failure to direct asmae to apply annex v the letter confirms a list of information ldcs require for the calculation if the information is not provided or is delayed elektro will go to court to compel the information once it get the information elektro can go to court to force asmae to apply annex v prior to taking the set off elektro will seek an injunction to protect it asset from seizure by the generator under annex vi subsequently elektro will file a suit against the generator to enforce the contractual application of annex v two suit are being filed immediately to compel aneel to permit elektro to recover or pas through various cost increase pursuant to it concession agreement regard michelle,"Company Business, Strategy, etc."
<25394563.1075857676071.JavaMail.evans@thyme>,re eeosena,i have to say i honestly think we just need to leave this one alone and see how well eveyone is working together on the project that are in hand particularly based on the new nonproift making role of eecc we always get noise in the system with this group of people there are a lot of ego and fankly not enough concentration on the job at the current time they are separate entity you have established your epc group let review in a couple of month this is enron these guy are used to uncertainty it not necessarily bad for them speak to you on the th louise brian on pm john j louise cc brian eeosena johnlouise brian stanley and i discussed his proposal to consolidate the enron america development engineer under eeos a you know there is a lot of noise in the system with respect this topic that is detracting from productivity i suggest that we need to make a definite decision on whether or not the ena tech service group will be consolidated into eeos or will they remain a a separate group under ena the stakeholder in this decision include the powergas origination team eg duran jacoby calger etc the various technical group and rac these group should be consulted to ensure that whatever we do meet their requirement i have asked brian s to arrange a meeting when he return from his trip on or about june th with louise on the phone to discus this will also ensure we get past some key date in our construction project regard brian,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<13497485.1075857596435.JavaMail.evans@thyme>,re,ive got a strategy mtg from it very important ive got to strategize about thing not sure about exactly what just thing margaret on pm john cc other than the fact that we desparately need your unbelieveably marketingsavvy person up here no whats going on in the trading world maybe ill have to mosey on down there later today is it busy,"Company Business, Strategy, etc."
<21476230.1075849627569.JavaMail.evans@thyme>,server agreement amendment language,bob david and jeff please find the following email a a piece of the eb compaq history this is the amendment language developed to address the five clarification point rasied during the eb compaq meeting in august and september these meeting were held to gain mutual understanding and clearly identify the requirement of the january product and server supply agreement bob i appreciated the honesty and perspective shared between u this morning i look forward to resolution of these perspective thanks kim,"Company Business, Strategy, etc."
<17146341.1075857626705.JavaMail.evans@thyme>,invoice for advisory work,ina can you get this paid on a rush basis thanksjohn,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<2536755.1075849630490.JavaMail.evans@thyme>,re crosssell opportunity,great thank you for the head up dw can you please take a look at these guy and find some background info mh jennifer pm matt harrisenron communication cc crosssell opportunity matt i have spoken with mark who is part of the g organization and we are going to pursue this after the first of the year mark ha a relationship with the president of requisite and we will be having a meeting with him to discus opportunity jennifer stewart medcalf senior director business development global strategic sourcing,"Company Business, Strategy, etc."
<26896941.1075861672052.JavaMail.evans@thyme>,cftc commitment of trader summary for nat gas,attached please find this week summary of the cftc commitment of trader data thanks bob mckinney cftcngdoc,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<15990752.1075845548385.JavaMail.evans@thyme>,welcome to qpass,greeting from qpass thank you for registering with qpass the safe and easy way to buy digital content good and service on the web you are receiving this message because you just registered with qpass or one of the many qpassenabled web site a list of which is viewable by clicking below httpwwwqpasscomcurrentpartnersasp a a qpass user you can now buy from any qpassenabled web site using your same user name and password any purchase you make will be billed to your selected credit card on a monthly basis view and manage your qpass account my qpass httpwwwmyqpasscom is your online support center it available hour a day seven day a week and best of all it free at my qpass you can review a summary of all your purchase in one convenient location update your billing information get online customer support question about qpass visit our faq page httpwwwqpasscomhelpcenteraspsectioncp review our privacy policy httpwwwqpasscomprivacypolicyaspsectioncp digital content a world of good and service for you there an incredible variety of useful information fun product and handy service available on the web today a a qpass user you can purchase eminutes from att wireless a day access to the wall street journal online article from the archive of the new york time on the web mutual fund report from morningstar and more thank you again for registering with qpass we hope you enjoy your safe and easy access to premium digital product and service best regard qpass customer service,"Company Business, Strategy, etc."
<8252706.1075857678493.JavaMail.evans@thyme>,texas desk business,john a we have discussed before it appears that combining texas gas and power origination activity is not going to work the final nail in the coffin is the fact that in the new building we continue to be on two different floor a a result i would like your thought about how to manage the origination activity in texas in my mind there are several possible solution have barry tycholiz manage both the west and texas origination combine ee texas retail with wholesale under mark courtney ee ha been chasing wholesale gas business in texas have brian redmond manage texas origination delainey suggested it i dont know what you have planned for him but he ha contact with the trc and customer also i am continuing to interview for one trader and for one middle marketer with the assistance of todd piekert in hr he ha been identifying third rotation associate for me one of the candidate that i have been talking to is charles weldon who wa approved into the trading track program yesterday i am going to talk to him again soon i would like to be able to have him assigned to my desk either a a trader or originator depending where his skill best fit the other candidate is justin corrnett i have not talked to him yet but i want to know what you thought are on all of the above before i go too much farther i will get on your calender soon tom,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<14115150.1075857729476.JavaMail.evans@thyme>,re ne icap,sound great,Purely Personal
<10575517.1075845540904.JavaMail.evans@thyme>,re poaching your guy,bob i talked to kevin about these two guy and he feel they are critical to our business broadband ha taken guy out of east power and left u short sorry,Personal but in professional context
<25237791.1075846133309.JavaMail.evans@thyme>,amended application,hbtx_doc i would like to file this a soon a possible but would appreciate your taking a look at it to make sure we captured all the change thanks hbtx_doc,Document editing/checking(collaboration)
<29477534.1075861673807.JavaMail.evans@thyme>,re 25 million loan from edf,if they demand this on thursday im going to put their nat gas operation out of business,"Company Business, Strategy, etc."
<18346325.1075857654266.JavaMail.evans@thyme>,re question,sorry have no idea ann m on am john cc question hi john i work in corp pr and eric thode recommended that i drop you and email with respect to a question i have about specific trade type that no one seems to know the answer to i wanted to know if you knew what st and mlt trade are and just so you know in case it make a difference these are in context to french power trading i know you are extremely busy but if you get a chance i would greatly appreciate your comment thanks ann x,Personal but in professional context
<20905981.1075844256496.JavaMail.evans@thyme>,ena comment on marketing affiliate rule docket,attached are the somewhat revised comment we plan to file tomorrow with the ferc in the docket revisiting the pipeline marketing affiliate rule unlike some other party who have taken this opportunity to file very detailed comment we are holding back at this point for several reason this is very early on in the process if the ferc decides more is needed a noi or nopr will come out and we will have a lot more opportunity to address specific issue there is also a chance that the change of guard at ferc will kill this whole effort or at least take in a different direction finally we will participate at the conference on and can respond the the issue and question there so look at this attachment and let me know what you think and becky can you add the certificate of service it only need to go to the secretary,"Company Business, Strategy, etc."
<27387449.1075857680878.JavaMail.evans@thyme>,ethink about it 6501,the ethink team do you know whats included in enrons code of ethic do you know what policy affect corporate conduct ask sharon butcher assistant general counsel of corporate legal all your question about our corporate policy today june on espeak at am houston time cant make the live event no worry go to espeak httpethinkenroncomespeakexecdefaultasp now and submit your question sharon will try to answer it during her event and you can read the transcript later stop what youre doing go to the thinkbank httpnahoulnappcorpenroncomethinkthinkbanknsfhomepageopenpage now notice anything different,"Company Business, Strategy, etc."
<3492469.1075857703140.JavaMail.evans@thyme>,cgas hawaii sec 125 trust,john look like we have exposure on the sale of cgas despite the mm being off balance sheet i feel strongly we will beat the mm carry value of any excess will accrue to ena see my note at the bottom on cgas sale expectation,"Company Business, Strategy, etc."
<29844582.1075857650401.JavaMail.evans@thyme>,re,maybe we need a closer in that seat kim on pm john cc re he a cheapskate i am just sitting here on the edge of my seat with three customer that wont pull the trigger,Purely Personal
<23580308.1075857574590.JavaMail.evans@thyme>,re abn,credit line are like bandwidth create the capacity and well find a way to use it sarah am john cc abn john enron maxed out it facility with abn on i am going for an increase to million do you see increasing your trade flow i do not want to ask for interest free money if enron will not use it sarah,"Payroll, finance, accounting etc."
<19918767.1075859535230.JavaMail.evans@thyme>,ken lay and jeff skilling on cnnfn,ken lay and jeff skilling were interviewed on cnnfn to discus the succession of jeff to ceo of enron we have put the interview on iptv for your viewing pleasure simply point your web browser to httpiptvenroncom click the link for special event and then choose enrons succession plan the interview will be available every minute through friday dec,"Company Business, Strategy, etc."
<16129393.1075842207185.JavaMail.evans@thyme>,gtc annex,harry here is the financial gtc a well a the credit provision that we sometimes attach carol st clair eb phone fax,"Payroll, finance, accounting etc."
<2088517.1075852725044.JavaMail.evans@thyme>,re how are you,hey thats one hell of a bd celebration dont think i can hang in you guy wa definitely a little sleepy yesterday went to the bb game and then had a biz dinner last night i wa almost asleep driving home at at least i wa sane enough to yell buy and sell at random point during the day,Personal but in professional context
<8144293.1075861673287.JavaMail.evans@thyme>,re san antonio management conference,sign me up,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<13039285.1075857197710.JavaMail.evans@thyme>,,here is the presentation i sent to randy at fple yesterday please give me a call if you have any question remember it a work in progress so information is being added all the time and i will send out major change a we go along thanks ben rogers,"Company Business, Strategy, etc."
<26119171.1075860383166.JavaMail.evans@thyme>,delegation of catagory c issue to other workgroup,the attached memorandum attempt to identify the specific question that we need to refer to other workgroups in numerous subject area before the applicable revision to the tca can be made barney speckman need to coordinate delivery of these question to the workgroups and the compilation of a schedule for receiving answer to the question in order for him to get started i ask for your comment and correction to the attached memorandum by noon thursday july _doc,Document editing/checking(collaboration)
<7582306.1075842133217.JavaMail.evans@thyme>,re amendment to isda master enronengage energy u lp,carol st clair eb phone fax,"Company Business, Strategy, etc."
<16101432.1075863334755.JavaMail.evans@thyme>,concerned trade,i have attached a list of trade counterparties that have contacted u this week the only one currently threatening to shut down trading are koch and kochentergy i will keep you apprised of change bill,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<22994957.1075852693440.JavaMail.evans@thyme>,please register to attend the enron management conference,a you know the enron management conference will be held wednesday through friday november at the westin la cantera resort in san antonio texas this ha been an eventful and challenging year for enron now more than ever it is fitting to bring enrons leader together after all it is up to our management team to lead our company through these challenging time together we will define enrons character and determine enrons destiny we have a great program planned for this year conference im delighted that general norman schwarzkopf will join u a a keynote speaker on leadership im equally pleased to welcome back gary hamel who will help u process the past year and prepare for future success a ive said before we are a company that continues to look to the future and there are many exciting thing in store for u i look forward to seeing you at this very important meeting regard ken lay note this year registration for the management conference will be conducted electronically below is a link to the online registration website along with instruction for navigating the site everyone must register by friday november httpwwwmplannerscomenron when you access the management conference online registration website enter your email address and password password enron in the specified box the first time you access the site you will be prompted to enter your first name and last name once completed click submit on the next page click sign up now to register you will be prompted to enter your basic information and make selection for your hotel room travel and preferred activity in the scroll box to the right you can review and print the conference agenda a list of activity a well a travel arrangement and other general information after you have entered the necessary information you can review your registration or simply log out your registration information will be automatically submitted once registered you can reaccess the site at any time to review or change previous election when reentering the site you only need to enter your email address and password if you experience any problem accessing the site please contact marge nadasky at,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<15164914.1075857588871.JavaMail.evans@thyme>,re natural update,mark let keep the present system for the shortterm i would like to continue looking at your work for another couple week well talk later john mark sagel on pm john arnold cc natural update john the price behavior of the past couple day ha been disappointing my shortterm market pattern suggested a more robust price rally and natural appears to be waning at present volume on this rally is poor particularly since yesterday wa a decent day to the upside the market appears to be using a lot of it energy but spinning it wheel if we are at these same price level in another two week that would be extremely bullish right here the riskreward to being long is not so great recommend a neutral stance shortterm on natural bigger picture is still very bullish however this market need another week of what i would call horizontal price action to set the stage for a big move to the upside let me know if this stuff is useful for you i certainly dont want to waste your time in addition if you prefer i call when i have something to pas along let me know i dont know how often you checksee your email thanks mark sagel,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<4622789.1075852711944.JavaMail.evans@thyme>,advisory invoice,can you take care of this,"Payroll, finance, accounting etc."
<977882.1075841894622.JavaMail.evans@thyme>,re pud grant county confirms,she doesnt have the signed confirm back yet sharen asked me about it a few week ago and holli told me shed send it to the confirms group a soon a she got it shes talking to her contact there right now to find out whats going on i guess shes getting a little fed up of beating around the bush with these guy so hopefully shell get some concrete answer from them today ill let you know whatever we find out this afternoon thanks kate stephanie piwetz pm kate cc pud grant county confirms kate can you please ask holli if she ha a copy of the following confirmation deal probably confirmed together sharen cason worked on the confirmation letter but we never received a copy for our record can you please send u a copy of the confirmation letter so we can properly scan the document in our system thank you for your help stephanie fax,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<12714788.1075855217820.JavaMail.evans@thyme>,hollywood video,you got a notice from hollywood video saying you owe for a dvd you borrowed on entitled minute you are to enclose the letter when paying your bill so i am mailing it to you be sure to look for it in the mail also we need to talk about the weekend of my doctor appointment ha been changed let talk about it sorry i forgot you went to belize hope you had a wonderful time hope there werent any bug in that thatched roof love you mom,Purely Personal
<2851530.1075842117328.JavaMail.evans@thyme>,re kinder morgan,carol st clair eb phone fax,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<17886490.1075857630996.JavaMail.evans@thyme>,re defense,i am open to any of your wonderful idea new orleansout,"Company Business, Strategy, etc."
<8507206.1075840338313.JavaMail.evans@thyme>,re tradersnews energy1126,don i hope that all is well on your end enrondynegy merger that your holiday wa great ill be interested to hear about your hunting fortune a you suggested in our last conversation a few week ago im following up with you shortly after thanksgiving i just left you a vmail message to continue the process in finalizing our winwin business arrangementpartnership regarding the creation and trading of a tnecinergy index on eol i look forward to hearing from you in the near future thanks chuck kaniuka directorsales ext,"Company Business, Strategy, etc."
<9121652.1075852719480.JavaMail.evans@thyme>,re,wrong wrong wrong youre talk no action meaction,Document editing/checking(collaboration)
<29663150.1075852697964.JavaMail.evans@thyme>,marc findsen,john ive spoken with mark and i have received his resume before i bring him in i just wanted to confirm that he is to interview with crude and product originator a well a one trader please advise thanks johnny,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<7311109.1075845559337.JavaMail.evans@thyme>,re enroncredit move,i think he report to jeff shankman i forwarded you email to jeff let me know,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<19506151.1075857658895.JavaMail.evans@thyme>,re,asshole john j am john cc john i cant seem to make my gambling problem go away bill denver jack,Purely Personal
<9502475.1075857692000.JavaMail.evans@thyme>,re diesel,maybe you can have a diesal position if you can justify it to me and rick buy talk to shankman and see who in his organization run that product,"Company Business, Strategy, etc."
<18576153.1075845536065.JavaMail.evans@thyme>,re doyle baughmanconsultant contract,im ok with this brad mcsherryhouect wrote on pm john hunter shively need doyle baughman to monitor the construction of a pipeline in the u doyle ha done this for u in the past the term of the agreement are a follows st month expense nd month expense hunter anticipates that we will use doyle for several month we can terminate our agreement at anytime regard brad,"Employment arrangements(job seeking, hiring, recommendations, etc)"
<32848506.1075857749208.JavaMail.evans@thyme>,re ee trading floor,i do not run ee trading i would contact marty sunde with respect to big cost that ee want to spend marty run ee north america i agree with you however that they shouldt go crazy on spending,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<21116339.1075842122094.JavaMail.evans@thyme>,re isda comment,sandy on point our tax dept is recommending the following delete aii in it entirety in ai replace the reference to form with a reference to form wben carol st clair eb phone fax morrison sl sandy am cc mckinnon mk malcolm re isda comment carol i spoke to our in house counsel about the arbitration clause and they are willing to leave it in so to sum up here are our response your original email canadian security rep please have your canadian counsel review our language which our outside canadian counsel prepared ok were ok with this now were ok to leave this in ok please see my comment below thanks sandy morrison weyerhaeuser company ltd,Personal but in professional context
<29857442.1075855217959.JavaMail.evans@thyme>,market update,happy new year and best wish energydoc,Document editing/checking(collaboration)
<13213496.1075852727019.JavaMail.evans@thyme>,beaver creek settlement,folk here the long awaited settlement chart im not assuming any credit risk anthony,"Company Business, Strategy, etc."
<5514070.1075842130843.JavaMail.evans@thyme>,re fwd fwd fw ace policy,carol st clair eb phone fax,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<9084103.1075842130143.JavaMail.evans@thyme>,ena financial trading form,carol st clair eb phone fax,"Payroll, finance, accounting etc."
<1027370.1075857571818.JavaMail.evans@thyme>,re,oak or atl bet voided john j am john cc per new england over nedet minn buff miami phil clev chic oak jack den kc giantsariz over current,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<2933565.1075857749375.JavaMail.evans@thyme>,re wolfe number,i guess we will just go without a contract,"Company Business, Strategy, etc."
